w1,w2,w3,w4,w5,l1,l2,l3,l4,l5,cc,cr,ibias
34.5,12.0,29.0,27.5,25.5,1.0,1.0,1.0,0.5,0.5,1.9e-12,32000.0,1e-05
15.5,25.5,7.0,28.0,33.5,1.0,1.5,0.5,0.5,2.0,1.8e-12,19500.0,2e-05
36.5,27.5,30.5,36.5,33.0,1.0,1.5,2.0,0.5,0.5,1.3e-12,13500.0,2e-05
16.5,23.5,7.0,37.5,32.5,1.0,1.5,1.5,0.5,2.0,1.9e-12,27500.0,2e-05
16.5,19.5,7.0,37.5,32.5,1.0,1.5,1.5,0.5,0.5,1.9e-12,28000.0,2e-05
15.5,24.0,20.5,39.0,26.5,1.0,1.5,1.0,0.5,0.5,1.9e-12,34500.0,1e-05
34.5,20.0,1.5,49.0,33.0,1.5,1.5,1.0,0.5,0.5,1.3e-12,27500.0,2e-05
34.0,19.5,8.0,39.0,28.5,1.0,1.5,1.0,0.5,2.0,1.9e-12,32000.0,2e-05
10.5,23.5,2.0,39.5,34.0,1.0,1.0,1.0,0.5,2.0,1.9e-12,27500.0,2e-05
46.5,22.0,25.5,29.5,29.0,1.0,1.5,0.5,0.5,0.5,1.9e-12,19500.0,2e-05
34.5,39.0,13.5,40.0,32.5,1.0,1.5,1.0,0.5,0.5,1.7e-12,19500.0,2e-05
11.5,24.0,10.0,29.5,26.5,1.5,1.0,1.5,0.5,1.0,1.9e-12,7500.0,2e-05
23.0,24.0,27.5,39.0,25.0,1.5,1.0,2.0,0.5,0.5,9e-13,10500.0,2e-05
10.0,31.0,9.5,21.5,40.0,0.5,1.0,1.0,0.5,1.0,9e-13,35000.0,2e-05
14.5,31.5,26.5,39.0,32.5,1.5,1.0,1.0,1.0,2.0,1e-12,19500.0,2e-05
10.5,19.5,8.0,29.0,33.0,1.5,1.0,1.0,0.5,0.5,1.9e-12,25500.0,2e-05
35.5,31.5,7.5,47.0,32.5,1.5,1.5,1.0,1.0,0.5,1e-12,19500.0,2e-05
35.5,19.5,30.5,39.0,32.5,2.0,1.5,1.0,0.5,2.0,1.9e-12,28500.0,2e-05
17.0,22.0,25.5,29.5,32.5,1.0,1.5,0.5,0.5,0.5,1.9e-12,19000.0,2e-05
13.0,19.5,30.0,48.0,27.5,1.5,1.0,1.5,0.5,1.0,1.2e-12,19000.0,2e-05
36.0,39.0,15.5,37.5,26.0,1.5,1.0,0.5,0.5,1.0,2e-12,25500.0,1e-05
46.5,24.0,31.0,50.0,33.0,1.5,1.0,1.5,0.5,1.0,1e-12,19000.0,2e-05
22.0,39.0,13.5,39.0,25.5,2.0,1.5,0.5,0.5,0.5,2e-12,19500.0,2e-05
14.5,13.5,1.5,48.5,43.0,1.0,1.5,1.0,0.5,2.0,1.9e-12,19500.0,2e-05
11.5,30.5,26.5,47.5,32.5,2.0,1.0,1.0,1.0,2.0,1e-12,19500.0,2e-05
21.0,24.0,30.5,39.0,25.5,1.5,1.0,0.5,0.5,0.5,9e-13,19500.0,2e-05
36.0,38.5,28.5,37.5,27.0,1.0,1.0,0.5,0.5,1.0,2e-12,27500.0,1e-05
15.5,20.0,8.0,39.0,33.5,1.5,1.0,2.0,0.5,0.5,1.4e-12,30000.0,2e-05
15.0,20.0,7.0,39.0,26.0,1.5,1.0,0.5,0.5,2.0,1.9e-12,32000.0,2e-05
